,sents,tokens,token_count
3059,"'Tis but to help strike a fin; no wondrous feat for
Starbuck.","[""'T"", 'is', 'but', 'to', 'help', 'strike', 'a', 'fin', ';', 'no', 'wondrous', 'feat', 'for', 'Starbuck', '.']",15
3060,What is it more?,"['What', 'is', 'it', 'more', '?']",5
3061,"From this one poor hunt, then, the best
lance out of all Nantucket, surely he will not hang back, when every
foremast-hand has clutched a whetstone?","['From', 'this', 'one', 'poor', 'hunt', ',', 'then', ',', 'the', 'best', 'lance', 'out', 'of', 'all', 'Nantucket', ',', 'surely', 'he', 'will', 'not', 'hang', 'back', ',', 'when', 'every', 'foremast-hand', 'has', 'clutched', 'a', 'whetstone', '?']",31
3062,Ah!,"['Ah', '!']",2
3063,"constrainings seize
thee; I see!","['constrainings', 'seize', 'thee', ';', 'I', 'see', '!']",7
3064,the billow lifts thee!,"['the', 'billow', 'lifts', 'thee', '!']",5
3065,"Speak, but speak!--Aye, aye!","['Speak', ',', 'but', 'speak', '!', '--', 'Aye', ',', 'aye', '!']",10
3066,"thy
silence, then, THAT voices thee.","['thy', 'silence', ',', 'then', ',', 'THAT', 'voices', 'thee', '.']",9
3067,"(ASIDE) Something shot from my
dilated nostrils, he has inhaled it in his lungs.","['(', 'ASIDE', ')', 'Something', 'shot', 'from', 'my', 'dilated', 'nostrils', ',', 'he', 'has', 'inhaled', 'it', 'in', 'his', 'lungs', '.']",18
3068,"Starbuck now is
mine; cannot oppose me now, without rebellion.""","['Starbuck', 'now', 'is', 'mine', ';', 'can', 'not', 'oppose', 'me', 'now', ',', 'without', 'rebellion', '.', ""''""]",15
3069,"""God keep me!--keep us all!""","['``', 'God', 'keep', 'me', '!', '--', 'keep', 'us', 'all', '!', ""''""]",11
3070,"murmured Starbuck, lowly.","['murmured', 'Starbuck', ',', 'lowly', '.']",5
3071,"But in his joy at the enchanted, tacit acquiescence of the mate, Ahab
did not hear his foreboding invocation; nor yet the low laugh from
the hold; nor yet the presaging vibrations of the winds in the
cordage; nor yet the hollow flap of the sails against the masts, as
for a moment their hearts sank in.","['But', 'in', 'his', 'joy', 'at', 'the', 'enchanted', ',', 'tacit', 'acquiescence', 'of', 'the', 'mate', ',', 'Ahab', 'did', 'not', 'hear', 'his', 'foreboding', 'invocation', ';', 'nor', 'yet', 'the', 'low', 'laugh', 'from', 'the', 'hold', ';', 'nor', 'yet', 'the', 'presaging', 'vibrations', 'of', 'the', 'winds', 'in', 'the', 'cordage', ';', 'nor', 'yet', 'the', 'hollow', 'flap', 'of', 'the', 'sails', 'against', 'the', 'masts', ',', 'as', 'for', 'a', 'moment', 'their', 'hearts', 'sank', 'in', '.']",64
3072,"For again Starbuck's downcast
eyes lighted up with the stubbornness of life; the subterranean laugh
died away; the winds blew on; the sails filled out; the ship heaved
and rolled as before.","['For', 'again', 'Starbuck', ""'s"", 'downcast', 'eyes', 'lighted', 'up', 'with', 'the', 'stubbornness', 'of', 'life', ';', 'the', 'subterranean', 'laugh', 'died', 'away', ';', 'the', 'winds', 'blew', 'on', ';', 'the', 'sails', 'filled', 'out', ';', 'the', 'ship', 'heaved', 'and', 'rolled', 'as', 'before', '.']",38
3073,"Ah, ye admonitions and warnings!","['Ah', ',', 'ye', 'admonitions', 'and', 'warnings', '!']",7
3074,"why stay ye
not when ye come?","['why', 'stay', 'ye', 'not', 'when', 'ye', 'come', '?']",8
3075,"But rather are ye predictions than warnings, ye
shadows!","['But', 'rather', 'are', 'ye', 'predictions', 'than', 'warnings', ',', 'ye', 'shadows', '!']",11
3076,"Yet not so much predictions from without, as verifications
of the foregoing things within.","['Yet', 'not', 'so', 'much', 'predictions', 'from', 'without', ',', 'as', 'verifications', 'of', 'the', 'foregoing', 'things', 'within', '.']",16
3077,"For with little external to
constrain us, the innermost necessities in our being, these still
drive us on.","['For', 'with', 'little', 'external', 'to', 'constrain', 'us', ',', 'the', 'innermost', 'necessities', 'in', 'our', 'being', ',', 'these', 'still', 'drive', 'us', 'on', '.']",21
3078,"""The measure!","['``', 'The', 'measure', '!']",4
3079,"the measure!""","['the', 'measure', '!', ""''""]",4
3080,cried Ahab.,"['cried', 'Ahab', '.']",3
3081,"Receiving the brimming pewter, and turning to the harpooneers, he
ordered them to produce their weapons.","['Receiving', 'the', 'brimming', 'pewter', ',', 'and', 'turning', 'to', 'the', 'harpooneers', ',', 'he', 'ordered', 'them', 'to', 'produce', 'their', 'weapons', '.']",19
3082,"Then ranging them before him
near the capstan, with their harpoons in their hands, while his three
mates stood at his side with their lances, and the rest of the ship's
company formed a circle round the group; he stood for an instant
searchingly eyeing every man of his crew.","['Then', 'ranging', 'them', 'before', 'him', 'near', 'the', 'capstan', ',', 'with', 'their', 'harpoons', 'in', 'their', 'hands', ',', 'while', 'his', 'three', 'mates', 'stood', 'at', 'his', 'side', 'with', 'their', 'lances', ',', 'and', 'the', 'rest', 'of', 'the', ""ship's"", 'company', 'formed', 'a', 'circle', 'round', 'the', 'group', ';', 'he', 'stood', 'for', 'an', 'instant', 'searchingly', 'eyeing', 'every', 'man', 'of', 'his', 'crew', '.']",55
3083,"But those wild eyes met
his, as the bloodshot eyes of the prairie wolves meet the eye of
their leader, ere he rushes on at their head in the trail of the
bison; but, alas!","['But', 'those', 'wild', 'eyes', 'met', 'his', ',', 'as', 'the', 'bloodshot', 'eyes', 'of', 'the', 'prairie', 'wolves', 'meet', 'the', 'eye', 'of', 'their', 'leader', ',', 'ere', 'he', 'rushes', 'on', 'at', 'their', 'head', 'in', 'the', 'trail', 'of', 'the', 'bison', ';', 'but', ',', 'alas', '!']",40
3084,only to fall into the hidden snare of the Indian.,"['only', 'to', 'fall', 'into', 'the', 'hidden', 'snare', 'of', 'the', 'Indian', '.']",11
3085,"""Drink and pass!""","['``', 'Drink', 'and', 'pass', '!', ""''""]",6
3086,"he cried, handing the heavy charged flagon to the
nearest seaman.","['he', 'cried', ',', 'handing', 'the', 'heavy', 'charged', 'flagon', 'to', 'the', 'nearest', 'seaman', '.']",13
3087,"""The crew alone now drink.","['``', 'The', 'crew', 'alone', 'now', 'drink', '.']",7
3088,"Round with it, round!","['Round', 'with', 'it', ',', 'round', '!']",6
3089,"Short draughts--long swallows, men; 'tis hot as Satan's hoof.","['Short', 'draughts', '--', 'long', 'swallows', ',', 'men', ';', ""'t"", 'is', 'hot', 'as', 'Satan', ""'s"", 'hoof', '.']",16
3090,"So,
so; it goes round excellently.","['So', ',', 'so', ';', 'it', 'goes', 'round', 'excellently', '.']",9
3091,"It spiralizes in ye; forks out at the
serpent-snapping eye.","['It', 'spiralizes', 'in', 'ye', ';', 'forks', 'out', 'at', 'the', 'serpent-snapping', 'eye', '.']",12
3092,Well done; almost drained.,"['Well', 'done', ';', 'almost', 'drained', '.']",6
3093,"That way it went,
this way it comes.","['That', 'way', 'it', 'went', ',', 'this', 'way', 'it', 'comes', '.']",10
3094,Hand it me--here's a hollow!,"['Hand', 'it', 'me', '--', 'here', ""'s"", 'a', 'hollow', '!']",9
3095,"Men, ye seem the
years; so brimming life is gulped and gone.","['Men', ',', 'ye', 'seem', 'the', 'years', ';', 'so', 'brimming', 'life', 'is', 'gulped', 'and', 'gone', '.']",15
3096,"Steward, refill!","['Steward', ',', 'refill', '!']",4
3097,"""Attend now, my braves.","['``', 'Attend', 'now', ',', 'my', 'braves', '.']",7
3098,"I have mustered ye all round this capstan;
and ye mates, flank me with your lances; and ye harpooneers, stand
there with your irons; and ye, stout mariners, ring me in, that I may
in some sort revive a noble custom of my fisherman fathers before
me.","['I', 'have', 'mustered', 'ye', 'all', 'round', 'this', 'capstan', ';', 'and', 'ye', 'mates', ',', 'flank', 'me', 'with', 'your', 'lances', ';', 'and', 'ye', 'harpooneers', ',', 'stand', 'there', 'with', 'your', 'irons', ';', 'and', 'ye', ',', 'stout', 'mariners', ',', 'ring', 'me', 'in', ',', 'that', 'I', 'may', 'in', 'some', 'sort', 'revive', 'a', 'noble', 'custom', 'of', 'my', 'fisherman', 'fathers', 'before', 'me', '.']",56
3099,"O men, you will yet see that--Ha!","['O', 'men', ',', 'you', 'will', 'yet', 'see', 'that', '--', 'Ha', '!']",11
3100,"boy, come back?","['boy', ',', 'come', 'back', '?']",5
3101,"bad pennies
come not sooner.","['bad', 'pennies', 'come', 'not', 'sooner', '.']",6
3102,Hand it me.,"['Hand', 'it', 'me', '.']",4
3103,"Why, now, this pewter had run brimming
again, were't not thou St. Vitus' imp--away, thou ague!","['Why', ',', 'now', ',', 'this', 'pewter', 'had', 'run', 'brimming', 'again', ',', ""were't"", 'not', 'thou', 'St.', 'Vitus', ""'"", 'imp', '--', 'away', ',', 'thou', 'ague', '!']",24
3104,"""Advance, ye mates!","['``', 'Advance', ',', 'ye', 'mates', '!']",6
3105,Cross your lances full before me.,"['Cross', 'your', 'lances', 'full', 'before', 'me', '.']",7
3106,Well done!,"['Well', 'done', '!']",3
3107,"Let me touch the axis.""","['Let', 'me', 'touch', 'the', 'axis', '.', ""''""]",7
3108,"So saying, with extended arm, he grasped the
three level, radiating lances at their crossed centre; while so
doing, suddenly and nervously twitched them; meanwhile, glancing
intently from Starbuck to Stubb; from Stubb to Flask.","['So', 'saying', ',', 'with', 'extended', 'arm', ',', 'he', 'grasped', 'the', 'three', 'level', ',', 'radiating', 'lances', 'at', 'their', 'crossed', 'centre', ';', 'while', 'so', 'doing', ',', 'suddenly', 'and', 'nervously', 'twitched', 'them', ';', 'meanwhile', ',', 'glancing', 'intently', 'from', 'Starbuck', 'to', 'Stubb', ';', 'from', 'Stubb', 'to', 'Flask', '.']",44
3109,"It seemed as
though, by some nameless, interior volition, he would fain have
shocked into them the same fiery emotion accumulated within the
Leyden jar of his own magnetic life.","['It', 'seemed', 'as', 'though', ',', 'by', 'some', 'nameless', ',', 'interior', 'volition', ',', 'he', 'would', 'fain', 'have', 'shocked', 'into', 'them', 'the', 'same', 'fiery', 'emotion', 'accumulated', 'within', 'the', 'Leyden', 'jar', 'of', 'his', 'own', 'magnetic', 'life', '.']",34
3110,"The three mates quailed before
his strong, sustained, and mystic aspect.","['The', 'three', 'mates', 'quailed', 'before', 'his', 'strong', ',', 'sustained', ',', 'and', 'mystic', 'aspect', '.']",14
3111,"Stubb and Flask looked
sideways from him; the honest eye of Starbuck fell downright.","['Stubb', 'and', 'Flask', 'looked', 'sideways', 'from', 'him', ';', 'the', 'honest', 'eye', 'of', 'Starbuck', 'fell', 'downright', '.']",16
3112,"""In vain!""","['``', 'In', 'vain', '!', ""''""]",5
3113,"cried Ahab; ""but, maybe, 'tis well.","['cried', 'Ahab', ';', '``', 'but', ',', 'maybe', ',', ""'t"", 'is', 'well', '.']",12
3114,"For did ye three but
once take the full-forced shock, then mine own electric thing, THAT
had perhaps expired from out me.","['For', 'did', 'ye', 'three', 'but', 'once', 'take', 'the', 'full-forced', 'shock', ',', 'then', 'mine', 'own', 'electric', 'thing', ',', 'THAT', 'had', 'perhaps', 'expired', 'from', 'out', 'me', '.']",25
3115,"Perchance, too, it would have
dropped ye dead.","['Perchance', ',', 'too', ',', 'it', 'would', 'have', 'dropped', 'ye', 'dead', '.']",11
3116,Perchance ye need it not.,"['Perchance', 'ye', 'need', 'it', 'not', '.']",6
3117,Down lances!,"['Down', 'lances', '!']",3
3118,"And now,
ye mates, I do appoint ye three cupbearers to my three pagan kinsmen
there--yon three most honourable gentlemen and noblemen, my valiant
harpooneers.","['And', 'now', ',', 'ye', 'mates', ',', 'I', 'do', 'appoint', 'ye', 'three', 'cupbearers', 'to', 'my', 'three', 'pagan', 'kinsmen', 'there', '--', 'yon', 'three', 'most', 'honourable', 'gentlemen', 'and', 'noblemen', ',', 'my', 'valiant', 'harpooneers', '.']",31
3119,Disdain the task?,"['Disdain', 'the', 'task', '?']",4
3120,"What, when the great Pope washes the
feet of beggars, using his tiara for ewer?","['What', ',', 'when', 'the', 'great', 'Pope', 'washes', 'the', 'feet', 'of', 'beggars', ',', 'using', 'his', 'tiara', 'for', 'ewer', '?']",18
3121,"Oh, my sweet cardinals!","['Oh', ',', 'my', 'sweet', 'cardinals', '!']",6
3122,"your own condescension, THAT shall bend ye to it.","['your', 'own', 'condescension', ',', 'THAT', 'shall', 'bend', 'ye', 'to', 'it', '.']",11
3123,"I do not order ye;
ye will it.","['I', 'do', 'not', 'order', 'ye', ';', 'ye', 'will', 'it', '.']",10
3124,"Cut your seizings and draw the poles, ye harpooneers!""","['Cut', 'your', 'seizings', 'and', 'draw', 'the', 'poles', ',', 'ye', 'harpooneers', '!', ""''""]",12
3125,"Silently obeying the order, the three harpooneers now stood with the
detached iron part of their harpoons, some three feet long, held,
barbs up, before him.","['Silently', 'obeying', 'the', 'order', ',', 'the', 'three', 'harpooneers', 'now', 'stood', 'with', 'the', 'detached', 'iron', 'part', 'of', 'their', 'harpoons', ',', 'some', 'three', 'feet', 'long', ',', 'held', ',', 'barbs', 'up', ',', 'before', 'him', '.']",32
3126,"""Stab me not with that keen steel!","['``', 'Stab', 'me', 'not', 'with', 'that', 'keen', 'steel', '!']",9
3127,Cant them; cant them over!,"['Cant', 'them', ';', 'cant', 'them', 'over', '!']",7
3128,"know
ye not the goblet end?","['know', 'ye', 'not', 'the', 'goblet', 'end', '?']",7
3129,Turn up the socket!,"['Turn', 'up', 'the', 'socket', '!']",5
3130,"So, so; now, ye
cup-bearers, advance.","['So', ',', 'so', ';', 'now', ',', 'ye', 'cup-bearers', ',', 'advance', '.']",11
3131,The irons!,"['The', 'irons', '!']",3
3132,"take them; hold them while I fill!""","['take', 'them', ';', 'hold', 'them', 'while', 'I', 'fill', '!', ""''""]",10
3133,"Forthwith, slowly going from one officer to the other, he brimmed
the harpoon sockets with the fiery waters from the pewter.","['Forthwith', ',', 'slowly', 'going', 'from', 'one', 'officer', 'to', 'the', 'other', ',', 'he', 'brimmed', 'the', 'harpoon', 'sockets', 'with', 'the', 'fiery', 'waters', 'from', 'the', 'pewter', '.']",24
3134,"""Now, three to three, ye stand.","['``', 'Now', ',', 'three', 'to', 'three', ',', 'ye', 'stand', '.']",10
3135,Commend the murderous chalices!,"['Commend', 'the', 'murderous', 'chalices', '!']",5
3136,"Bestow them, ye who are now made parties to this indissoluble league.","['Bestow', 'them', ',', 'ye', 'who', 'are', 'now', 'made', 'parties', 'to', 'this', 'indissoluble', 'league', '.']",14
3137,Ha!,"['Ha', '!']",2
3138,Starbuck!,"['Starbuck', '!']",2
3139,but the deed is done!,"['but', 'the', 'deed', 'is', 'done', '!']",6
3140,"Yon ratifying sun now waits to
sit upon it.","['Yon', 'ratifying', 'sun', 'now', 'waits', 'to', 'sit', 'upon', 'it', '.']",10
3141,"Drink, ye harpooneers!","['Drink', ',', 'ye', 'harpooneers', '!']",5
3142,"drink and swear, ye men that man
the deathful whaleboat's bow--Death to Moby Dick!","['drink', 'and', 'swear', ',', 'ye', 'men', 'that', 'man', 'the', 'deathful', 'whaleboat', ""'s"", 'bow', '--', 'Death', 'to', 'Moby', 'Dick', '!']",19
3143,"God hunt us all,
if we do not hunt Moby Dick to his death!""","['God', 'hunt', 'us', 'all', ',', 'if', 'we', 'do', 'not', 'hunt', 'Moby', 'Dick', 'to', 'his', 'death', '!', ""''""]",17
3144,"The long, barbed steel
goblets were lifted; and to cries and maledictions against the white
whale, the spirits were simultaneously quaffed down with a hiss.","['The', 'long', ',', 'barbed', 'steel', 'goblets', 'were', 'lifted', ';', 'and', 'to', 'cries', 'and', 'maledictions', 'against', 'the', 'white', 'whale', ',', 'the', 'spirits', 'were', 'simultaneously', 'quaffed', 'down', 'with', 'a', 'hiss', '.']",29
3145,"Starbuck paled, and turned, and shivered.","['Starbuck', 'paled', ',', 'and', 'turned', ',', 'and', 'shivered', '.']",9
3146,"Once more, and finally,
the replenished pewter went the rounds among the frantic crew; when,
waving his free hand to them, they all dispersed; and Ahab retired
within his cabin.","['Once', 'more', ',', 'and', 'finally', ',', 'the', 'replenished', 'pewter', 'went', 'the', 'rounds', 'among', 'the', 'frantic', 'crew', ';', 'when', ',', 'waving', 'his', 'free', 'hand', 'to', 'them', ',', 'they', 'all', 'dispersed', ';', 'and', 'Ahab', 'retired', 'within', 'his', 'cabin', '.']",37
3147,"CHAPTER 37

Sunset.","['CHAPTER', '37', 'Sunset', '.']",4
3148,"THE CABIN; BY THE STERN WINDOWS; AHAB SITTING ALONE, AND GAZING OUT.","['THE', 'CABIN', ';', 'BY', 'THE', 'STERN', 'WINDOWS', ';', 'AHAB', 'SITTING', 'ALONE', ',', 'AND', 'GAZING', 'OUT', '.']",16
3149,"I leave a white and turbid wake; pale waters, paler cheeks, where'er
I sail.","['I', 'leave', 'a', 'white', 'and', 'turbid', 'wake', ';', 'pale', 'waters', ',', 'paler', 'cheeks', ',', ""where'er"", 'I', 'sail', '.']",18
3150,"The envious billows sidelong swell to whelm my track; let
them; but first I pass.","['The', 'envious', 'billows', 'sidelong', 'swell', 'to', 'whelm', 'my', 'track', ';', 'let', 'them', ';', 'but', 'first', 'I', 'pass', '.']",18
3151,"Yonder, by ever-brimming goblet's rim, the warm waves blush like
wine.","['Yonder', ',', 'by', 'ever-brimming', 'goblet', ""'s"", 'rim', ',', 'the', 'warm', 'waves', 'blush', 'like', 'wine', '.']",15
3152,The gold brow plumbs the blue.,"['The', 'gold', 'brow', 'plumbs', 'the', 'blue', '.']",7
3153,"The diver sun--slow dived from
noon--goes down; my soul mounts up!","['The', 'diver', 'sun', '--', 'slow', 'dived', 'from', 'noon', '--', 'goes', 'down', ';', 'my', 'soul', 'mounts', 'up', '!']",17
3154,"she wearies with her endless
hill.","['she', 'wearies', 'with', 'her', 'endless', 'hill', '.']",7
3155,"Is, then, the crown too heavy that I wear?","['Is', ',', 'then', ',', 'the', 'crown', 'too', 'heavy', 'that', 'I', 'wear', '?']",12
3156,"this Iron Crown of
Lombardy.","['this', 'Iron', 'Crown', 'of', 'Lombardy', '.']",6
3157,"Yet is it bright with many a gem; I the wearer, see not
its far flashings; but darkly feel that I wear that, that dazzlingly
confounds.","['Yet', 'is', 'it', 'bright', 'with', 'many', 'a', 'gem', ';', 'I', 'the', 'wearer', ',', 'see', 'not', 'its', 'far', 'flashings', ';', 'but', 'darkly', 'feel', 'that', 'I', 'wear', 'that', ',', 'that', 'dazzlingly', 'confounds', '.']",31
3158,'Tis iron--that I know--not gold.,"[""'T"", 'is', 'iron', '--', 'that', 'I', 'know', '--', 'not', 'gold', '.']",11
3159,"'Tis split, too--that
I feel; the jagged edge galls me so, my brain seems to beat against
the solid metal; aye, steel skull, mine; the sort that needs no
helmet in the most brain-battering fight!","[""'T"", 'is', 'split', ',', 'too', '--', 'that', 'I', 'feel', ';', 'the', 'jagged', 'edge', 'galls', 'me', 'so', ',', 'my', 'brain', 'seems', 'to', 'beat', 'against', 'the', 'solid', 'metal', ';', 'aye', ',', 'steel', 'skull', ',', 'mine', ';', 'the', 'sort', 'that', 'needs', 'no', 'helmet', 'in', 'the', 'most', 'brain-battering', 'fight', '!']",46
3160,Dry heat upon my brow?,"['Dry', 'heat', 'upon', 'my', 'brow', '?']",6
3161,Oh!,"['Oh', '!']",2
3162,"time was, when as the sunrise nobly
spurred me, so the sunset soothed.","['time', 'was', ',', 'when', 'as', 'the', 'sunrise', 'nobly', 'spurred', 'me', ',', 'so', 'the', 'sunset', 'soothed', '.']",16
3163,No more.,"['No', 'more', '.']",3
3164,"This lovely light, it
lights not me; all loveliness is anguish to me, since I can ne'er
enjoy.","['This', 'lovely', 'light', ',', 'it', 'lights', 'not', 'me', ';', 'all', 'loveliness', 'is', 'anguish', 'to', 'me', ',', 'since', 'I', 'can', ""ne'er"", 'enjoy', '.']",22
3165,"Gifted with the high perception, I lack the low, enjoying
power; damned, most subtly and most malignantly!","['Gifted', 'with', 'the', 'high', 'perception', ',', 'I', 'lack', 'the', 'low', ',', 'enjoying', 'power', ';', 'damned', ',', 'most', 'subtly', 'and', 'most', 'malignantly', '!']",22
3166,"damned in the midst
of Paradise!","['damned', 'in', 'the', 'midst', 'of', 'Paradise', '!']",7
3167,Good night--good night!,"['Good', 'night', '--', 'good', 'night', '!']",6
3168,"(WAVING HIS HAND, HE MOVES FROM
THE WINDOW.)","['(', 'WAVING', 'HIS', 'HAND', ',', 'HE', 'MOVES', 'FROM', 'THE', 'WINDOW', '.', ')']",12
3169,'Twas not so hard a task.,"[""'T"", 'was', 'not', 'so', 'hard', 'a', 'task', '.']",8
3170,"I thought to find one stubborn, at the
least; but my one cogged circle fits into all their various wheels,
and they revolve.","['I', 'thought', 'to', 'find', 'one', 'stubborn', ',', 'at', 'the', 'least', ';', 'but', 'my', 'one', 'cogged', 'circle', 'fits', 'into', 'all', 'their', 'various', 'wheels', ',', 'and', 'they', 'revolve', '.']",27
3171,"Or, if you will, like so many ant-hills of powder,
they all stand before me; and I their match.","['Or', ',', 'if', 'you', 'will', ',', 'like', 'so', 'many', 'ant-hills', 'of', 'powder', ',', 'they', 'all', 'stand', 'before', 'me', ';', 'and', 'I', 'their', 'match', '.']",24
3172,"Oh, hard!","['Oh', ',', 'hard', '!']",4
3173,"that to fire
others, the match itself must needs be wasting!","['that', 'to', 'fire', 'others', ',', 'the', 'match', 'itself', 'must', 'needs', 'be', 'wasting', '!']",13
3174,"What I've dared,
I've willed; and what I've willed, I'll do!","['What', 'I', ""'ve"", 'dared', ',', 'I', ""'ve"", 'willed', ';', 'and', 'what', 'I', ""'ve"", 'willed', ',', 'I', ""'ll"", 'do', '!']",19
3175,"They think me
mad--Starbuck does; but I'm demoniac, I am madness maddened!","['They', 'think', 'me', 'mad', '--', 'Starbuck', 'does', ';', 'but', 'I', ""'m"", 'demoniac', ',', 'I', 'am', 'madness', 'maddened', '!']",18
3176,"That
wild madness that's only calm to comprehend itself!","['That', 'wild', 'madness', 'that', ""'s"", 'only', 'calm', 'to', 'comprehend', 'itself', '!']",11
3177,"The prophecy was
that I should be dismembered; and--Aye!","['The', 'prophecy', 'was', 'that', 'I', 'should', 'be', 'dismembered', ';', 'and', '--', 'Aye', '!']",13
3178,I lost this leg.,"['I', 'lost', 'this', 'leg', '.']",5
3179,"I now
prophesy that I will dismember my dismemberer.","['I', 'now', 'prophesy', 'that', 'I', 'will', 'dismember', 'my', 'dismemberer', '.']",10
3180,"Now, then, be the
prophet and the fulfiller one.","['Now', ',', 'then', ',', 'be', 'the', 'prophet', 'and', 'the', 'fulfiller', 'one', '.']",12
3181,"That's more than ye, ye great gods,
ever were.","['That', ""'s"", 'more', 'than', 'ye', ',', 'ye', 'great', 'gods', ',', 'ever', 'were', '.']",13
3182,"I laugh and hoot at ye, ye cricket-players, ye pugilists,
ye deaf Burkes and blinded Bendigoes!","['I', 'laugh', 'and', 'hoot', 'at', 'ye', ',', 'ye', 'cricket-players', ',', 'ye', 'pugilists', ',', 'ye', 'deaf', 'Burkes', 'and', 'blinded', 'Bendigoes', '!']",20
3183,"I will not say as schoolboys
do to bullies--Take some one of your own size; don't pommel ME!","['I', 'will', 'not', 'say', 'as', 'schoolboys', 'do', 'to', 'bullies', '--', 'Take', 'some', 'one', 'of', 'your', 'own', 'size', ';', 'do', ""n't"", 'pommel', 'ME', '!']",23
3184,"No,
ye've knocked me down, and I am up again; but YE have run and hidden.","['No', ',', 'ye', ""'ve"", 'knocked', 'me', 'down', ',', 'and', 'I', 'am', 'up', 'again', ';', 'but', 'YE', 'have', 'run', 'and', 'hidden', '.']",21
3185,Come forth from behind your cotton bags!,"['Come', 'forth', 'from', 'behind', 'your', 'cotton', 'bags', '!']",8
3186,"I have no long gun to
reach ye.","['I', 'have', 'no', 'long', 'gun', 'to', 'reach', 'ye', '.']",9
3187,"Come, Ahab's compliments to ye; come and see if ye can
swerve me.","['Come', ',', 'Ahab', ""'s"", 'compliments', 'to', 'ye', ';', 'come', 'and', 'see', 'if', 'ye', 'can', 'swerve', 'me', '.']",17
3188,Swerve me?,"['Swerve', 'me', '?']",3
3189,"ye cannot swerve me, else ye swerve
yourselves!","['ye', 'can', 'not', 'swerve', 'me', ',', 'else', 'ye', 'swerve', 'yourselves', '!']",11
3190,man has ye there.,"['man', 'has', 'ye', 'there', '.']",5
3191,Swerve me?,"['Swerve', 'me', '?']",3
3192,"The path to my fixed
purpose is laid with iron rails, whereon my soul is grooved to run.","['The', 'path', 'to', 'my', 'fixed', 'purpose', 'is', 'laid', 'with', 'iron', 'rails', ',', 'whereon', 'my', 'soul', 'is', 'grooved', 'to', 'run', '.']",20
3193,"Over unsounded gorges, through the rifled hearts of mountains, under
torrents' beds, unerringly I rush!","['Over', 'unsounded', 'gorges', ',', 'through', 'the', 'rifled', 'hearts', 'of', 'mountains', ',', 'under', 'torrents', ""'"", 'beds', ',', 'unerringly', 'I', 'rush', '!']",20
3194,"Naught's an obstacle, naught's an
angle to the iron way!","['Naught', ""'s"", 'an', 'obstacle', ',', 'naught', ""'s"", 'an', 'angle', 'to', 'the', 'iron', 'way', '!']",14
3195,"CHAPTER 38

Dusk.","['CHAPTER', '38', 'Dusk', '.']",4
3196,BY THE MAINMAST; STARBUCK LEANING AGAINST IT.,"['BY', 'THE', 'MAINMAST', ';', 'STARBUCK', 'LEANING', 'AGAINST', 'IT', '.']",9
3197,My soul is more than matched; she's overmanned; and by a madman!,"['My', 'soul', 'is', 'more', 'than', 'matched', ';', 'she', ""'s"", 'overmanned', ';', 'and', 'by', 'a', 'madman', '!']",16
3198,"Insufferable sting, that sanity should ground arms on such a field!","['Insufferable', 'sting', ',', 'that', 'sanity', 'should', 'ground', 'arms', 'on', 'such', 'a', 'field', '!']",13
3199,"But he drilled deep down, and blasted all my reason out of me!","['But', 'he', 'drilled', 'deep', 'down', ',', 'and', 'blasted', 'all', 'my', 'reason', 'out', 'of', 'me', '!']",15
3200,"I
think I see his impious end; but feel that I must help him to it.","['I', 'think', 'I', 'see', 'his', 'impious', 'end', ';', 'but', 'feel', 'that', 'I', 'must', 'help', 'him', 'to', 'it', '.']",18
3201,"Will I, nill I, the ineffable thing has tied me to him; tows me with
a cable I have no knife to cut.","['Will', 'I', ',', 'nill', 'I', ',', 'the', 'ineffable', 'thing', 'has', 'tied', 'me', 'to', 'him', ';', 'tows', 'me', 'with', 'a', 'cable', 'I', 'have', 'no', 'knife', 'to', 'cut', '.']",27
3202,Horrible old man!,"['Horrible', 'old', 'man', '!']",4
3203,"Who's over him,
he cries;--aye, he would be a democrat to all above; look, how he
lords it over all below!","['Who', ""'s"", 'over', 'him', ',', 'he', 'cries', ';', '--', 'aye', ',', 'he', 'would', 'be', 'a', 'democrat', 'to', 'all', 'above', ';', 'look', ',', 'how', 'he', 'lords', 'it', 'over', 'all', 'below', '!']",30
3204,Oh!,"['Oh', '!']",2
3205,"I plainly see my miserable office,--to
obey, rebelling; and worse yet, to hate with touch of pity!","['I', 'plainly', 'see', 'my', 'miserable', 'office', ',', '--', 'to', 'obey', ',', 'rebelling', ';', 'and', 'worse', 'yet', ',', 'to', 'hate', 'with', 'touch', 'of', 'pity', '!']",24
3206,"For in
his eyes I read some lurid woe would shrivel me up, had I it.","['For', 'in', 'his', 'eyes', 'I', 'read', 'some', 'lurid', 'woe', 'would', 'shrivel', 'me', 'up', ',', 'had', 'I', 'it', '.']",18
3207,"Yet is
there hope.","['Yet', 'is', 'there', 'hope', '.']",5
3208,Time and tide flow wide.,"['Time', 'and', 'tide', 'flow', 'wide', '.']",6
3209,"The hated whale has the round
watery world to swim in, as the small gold-fish has its glassy globe.","['The', 'hated', 'whale', 'has', 'the', 'round', 'watery', 'world', 'to', 'swim', 'in', ',', 'as', 'the', 'small', 'gold-fish', 'has', 'its', 'glassy', 'globe', '.']",21
3210,"His heaven-insulting purpose, God may wedge aside.","['His', 'heaven-insulting', 'purpose', ',', 'God', 'may', 'wedge', 'aside', '.']",9
