,sents,tokens,token_count
552,,[],0
553,Once more.  Say you are in the country; in some high land of lakes.,"['Once', 'more', '.', 'Say', 'you', 'are', 'in', 'the', 'country', ';', 'in', 'some', 'high', 'land', 'of', 'lakes', '.']",17
554,"Take almost any path you please, and ten to one it carries you down","['Take', 'almost', 'any', 'path', 'you', 'please', ',', 'and', 'ten', 'to', 'one', 'it', 'carries', 'you', 'down']",15
555,"in a dale, and leaves you there by a pool in the stream.  There is","['in', 'a', 'dale', ',', 'and', 'leaves', 'you', 'there', 'by', 'a', 'pool', 'in', 'the', 'stream', '.', 'There', 'is']",17
556,magic in it.  Let the most absent-minded of men be plunged in his,"['magic', 'in', 'it', '.', 'Let', 'the', 'most', 'absent-minded', 'of', 'men', 'be', 'plunged', 'in', 'his']",14
557,"deepest reveries--stand that man on his legs, set his feet a-going,","['deepest', 'reveries', '--', 'stand', 'that', 'man', 'on', 'his', 'legs', ',', 'set', 'his', 'feet', 'a-going', ',']",15
558,"and he will infallibly lead you to water, if water there be in all","['and', 'he', 'will', 'infallibly', 'lead', 'you', 'to', 'water', ',', 'if', 'water', 'there', 'be', 'in', 'all']",15
559,that region.  Should you ever be athirst in the great American,"['that', 'region', '.', 'Should', 'you', 'ever', 'be', 'athirst', 'in', 'the', 'great', 'American']",12
560,"desert, try this experiment, if your caravan happen to be supplied","['desert', ',', 'try', 'this', 'experiment', ',', 'if', 'your', 'caravan', 'happen', 'to', 'be', 'supplied']",13
561,"with a metaphysical professor.  Yes, as every one knows, meditation","['with', 'a', 'metaphysical', 'professor', '.', 'Yes', ',', 'as', 'every', 'one', 'knows', ',', 'meditation']",13
562,and water are wedded for ever.,"['and', 'water', 'are', 'wedded', 'for', 'ever', '.']",7
563,,[],0
564,"But here is an artist.  He desires to paint you the dreamiest,","['But', 'here', 'is', 'an', 'artist', '.', 'He', 'desires', 'to', 'paint', 'you', 'the', 'dreamiest', ',']",14
565,"shadiest, quietest, most enchanting bit of romantic landscape in all","['shadiest', ',', 'quietest', ',', 'most', 'enchanting', 'bit', 'of', 'romantic', 'landscape', 'in', 'all']",12
566,the valley of the Saco.  What is the chief element he employs?  There,"['the', 'valley', 'of', 'the', 'Saco', '.', 'What', 'is', 'the', 'chief', 'element', 'he', 'employs', '?', 'There']",15
567,"stand his trees, each with a hollow trunk, as if a hermit and a","['stand', 'his', 'trees', ',', 'each', 'with', 'a', 'hollow', 'trunk', ',', 'as', 'if', 'a', 'hermit', 'and', 'a']",16
568,"crucifix were within; and here sleeps his meadow, and there sleep his","['crucifix', 'were', 'within', ';', 'and', 'here', 'sleeps', 'his', 'meadow', ',', 'and', 'there', 'sleep', 'his']",14
569,cattle; and up from yonder cottage goes a sleepy smoke.  Deep into,"['cattle', ';', 'and', 'up', 'from', 'yonder', 'cottage', 'goes', 'a', 'sleepy', 'smoke', '.', 'Deep', 'into']",14
570,"distant woodlands winds a mazy way, reaching to overlapping spurs of","['distant', 'woodlands', 'winds', 'a', 'mazy', 'way', ',', 'reaching', 'to', 'overlapping', 'spurs', 'of']",12
571,mountains bathed in their hill-side blue.  But though the picture,"['mountains', 'bathed', 'in', 'their', 'hill-side', 'blue', '.', 'But', 'though', 'the', 'picture']",11
572,"lies thus tranced, and though this pine-tree shakes down its sighs","['lies', 'thus', 'tranced', ',', 'and', 'though', 'this', 'pine-tree', 'shakes', 'down', 'its', 'sighs']",12
573,"like leaves upon this shepherd's head, yet all were vain, unless the","['like', 'leaves', 'upon', 'this', 'shepherd', ""'s"", 'head', ',', 'yet', 'all', 'were', 'vain', ',', 'unless', 'the']",15
574,shepherd's eye were fixed upon the magic stream before him.  Go visit,"['shepherd', ""'s"", 'eye', 'were', 'fixed', 'upon', 'the', 'magic', 'stream', 'before', 'him', '.', 'Go', 'visit']",14
575,"the Prairies in June, when for scores on scores of miles you wade","['the', 'Prairies', 'in', 'June', ',', 'when', 'for', 'scores', 'on', 'scores', 'of', 'miles', 'you', 'wade']",14
576,knee-deep among Tiger-lilies--what is the one charm,"['knee-deep', 'among', 'Tiger-lilies', '--', 'what', 'is', 'the', 'one', 'charm']",9
577,wanting?--Water--there is not a drop of water there!  Were Niagara,"['wanting', '?', '--', 'Water', '--', 'there', 'is', 'not', 'a', 'drop', 'of', 'water', 'there', '!', 'Were', 'Niagara']",16
578,"but a cataract of sand, would you travel your thousand miles to see","['but', 'a', 'cataract', 'of', 'sand', ',', 'would', 'you', 'travel', 'your', 'thousand', 'miles', 'to', 'see']",14
579,"it?  Why did the poor poet of Tennessee, upon suddenly receiving two","['it', '?', 'Why', 'did', 'the', 'poor', 'poet', 'of', 'Tennessee', ',', 'upon', 'suddenly', 'receiving', 'two']",14
580,"handfuls of silver, deliberate whether to buy him a coat, which he","['handfuls', 'of', 'silver', ',', 'deliberate', 'whether', 'to', 'buy', 'him', 'a', 'coat', ',', 'which', 'he']",14
581,"sadly needed, or invest his money in a pedestrian trip to Rockaway","['sadly', 'needed', ',', 'or', 'invest', 'his', 'money', 'in', 'a', 'pedestrian', 'trip', 'to', 'Rockaway']",13
582,Beach?  Why is almost every robust healthy boy with a robust healthy,"['Beach', '?', 'Why', 'is', 'almost', 'every', 'robust', 'healthy', 'boy', 'with', 'a', 'robust', 'healthy']",13
583,"soul in him, at some time or other crazy to go to sea?  Why upon your","['soul', 'in', 'him', ',', 'at', 'some', 'time', 'or', 'other', 'crazy', 'to', 'go', 'to', 'sea', '?', 'Why', 'upon', 'your']",18
584,"first voyage as a passenger, did you yourself feel such a mystical","['first', 'voyage', 'as', 'a', 'passenger', ',', 'did', 'you', 'yourself', 'feel', 'such', 'a', 'mystical']",13
585,"vibration, when first told that you and your ship were now out of","['vibration', ',', 'when', 'first', 'told', 'that', 'you', 'and', 'your', 'ship', 'were', 'now', 'out', 'of']",14
586,sight of land?  Why did the old Persians hold the sea holy?  Why did,"['sight', 'of', 'land', '?', 'Why', 'did', 'the', 'old', 'Persians', 'hold', 'the', 'sea', 'holy', '?', 'Why', 'did']",16
587,"the Greeks give it a separate deity, and own brother of Jove?  Surely","['the', 'Greeks', 'give', 'it', 'a', 'separate', 'deity', ',', 'and', 'own', 'brother', 'of', 'Jove', '?', 'Surely']",15
588,all this is not without meaning.  And still deeper the meaning of,"['all', 'this', 'is', 'not', 'without', 'meaning', '.', 'And', 'still', 'deeper', 'the', 'meaning', 'of']",13
589,"that story of Narcissus, who because he could not grasp the","['that', 'story', 'of', 'Narcissus', ',', 'who', 'because', 'he', 'could', 'not', 'grasp', 'the']",12
590,"tormenting, mild image he saw in the fountain, plunged into it and","['tormenting', ',', 'mild', 'image', 'he', 'saw', 'in', 'the', 'fountain', ',', 'plunged', 'into', 'it', 'and']",14
591,"was drowned.  But that same image, we ourselves see in all rivers and","['was', 'drowned', '.', 'But', 'that', 'same', 'image', ',', 'we', 'ourselves', 'see', 'in', 'all', 'rivers', 'and']",15
592,oceans.  It is the image of the ungraspable phantom of life; and this,"['oceans', '.', 'It', 'is', 'the', 'image', 'of', 'the', 'ungraspable', 'phantom', 'of', 'life', ';', 'and', 'this']",15
593,is the key to it all.,"['is', 'the', 'key', 'to', 'it', 'all', '.']",7
594,,[],0
595,"Now, when I say that I am in the habit of going to sea whenever I","['Now', ',', 'when', 'I', 'say', 'that', 'I', 'am', 'in', 'the', 'habit', 'of', 'going', 'to', 'sea', 'whenever', 'I']",17
596,"begin to grow hazy about the eyes, and begin to be over conscious of","['begin', 'to', 'grow', 'hazy', 'about', 'the', 'eyes', ',', 'and', 'begin', 'to', 'be', 'over', 'conscious', 'of']",15
597,"my lungs, I do not mean to have it inferred that I ever go to sea as","['my', 'lungs', ',', 'I', 'do', 'not', 'mean', 'to', 'have', 'it', 'inferred', 'that', 'I', 'ever', 'go', 'to', 'sea', 'as']",18
598,"a passenger.  For to go as a passenger you must needs have a purse,","['a', 'passenger', '.', 'For', 'to', 'go', 'as', 'a', 'passenger', 'you', 'must', 'needs', 'have', 'a', 'purse', ',']",16
599,"and a purse is but a rag unless you have something in it.  Besides,","['and', 'a', 'purse', 'is', 'but', 'a', 'rag', 'unless', 'you', 'have', 'something', 'in', 'it', '.', 'Besides', ',']",16
600,passengers get sea-sick--grow quarrelsome--don't sleep of nights--do,"['passengers', 'get', 'sea-sick', '--', 'grow', 'quarrelsome', '--', 'do', ""n't"", 'sleep', 'of', 'nights', '--', 'do']",14
601,"not enjoy themselves much, as a general thing;--no, I never go as a","['not', 'enjoy', 'themselves', 'much', ',', 'as', 'a', 'general', 'thing', ';', '--', 'no', ',', 'I', 'never', 'go', 'as', 'a']",18
602,"passenger; nor, though I am something of a salt, do I ever go to sea","['passenger', ';', 'nor', ',', 'though', 'I', 'am', 'something', 'of', 'a', 'salt', ',', 'do', 'I', 'ever', 'go', 'to', 'sea']",18
603,"as a Commodore, or a Captain, or a Cook.  I abandon the glory and","['as', 'a', 'Commodore', ',', 'or', 'a', 'Captain', ',', 'or', 'a', 'Cook', '.', 'I', 'abandon', 'the', 'glory', 'and']",17
604,"distinction of such offices to those who like them.  For my part, I","['distinction', 'of', 'such', 'offices', 'to', 'those', 'who', 'like', 'them', '.', 'For', 'my', 'part', ',', 'I']",15
605,"abominate all honourable respectable toils, trials, and tribulations","['abominate', 'all', 'honourable', 'respectable', 'toils', ',', 'trials', ',', 'and', 'tribulations']",10
606,of every kind whatsoever.  It is quite as much as I can do to take,"['of', 'every', 'kind', 'whatsoever', '.', 'It', 'is', 'quite', 'as', 'much', 'as', 'I', 'can', 'do', 'to', 'take']",16
607,"care of myself, without taking care of ships, barques, brigs,","['care', 'of', 'myself', ',', 'without', 'taking', 'care', 'of', 'ships', ',', 'barques', ',', 'brigs', ',']",14
608,"schooners, and what not.  And as for going as cook,--though I confess","['schooners', ',', 'and', 'what', 'not', '.', 'And', 'as', 'for', 'going', 'as', 'cook', ',', '--', 'though', 'I', 'confess']",17
609,"there is considerable glory in that, a cook being a sort of officer","['there', 'is', 'considerable', 'glory', 'in', 'that', ',', 'a', 'cook', 'being', 'a', 'sort', 'of', 'officer']",14
610,"on ship-board--yet, somehow, I never fancied broiling fowls;--though","['on', 'ship-board', '--', 'yet', ',', 'somehow', ',', 'I', 'never', 'fancied', 'broiling', 'fowls', ';', '--', 'though']",15
611,"once broiled, judiciously buttered, and judgmatically salted and","['once', 'broiled', ',', 'judiciously', 'buttered', ',', 'and', 'judgmatically', 'salted', 'and']",10
612,"peppered, there is no one who will speak more respectfully, not to","['peppered', ',', 'there', 'is', 'no', 'one', 'who', 'will', 'speak', 'more', 'respectfully', ',', 'not', 'to']",14
613,"say reverentially, of a broiled fowl than I will.  It is out of the","['say', 'reverentially', ',', 'of', 'a', 'broiled', 'fowl', 'than', 'I', 'will', '.', 'It', 'is', 'out', 'of', 'the']",16
614,idolatrous dotings of the old Egyptians upon broiled ibis and roasted,"['idolatrous', 'dotings', 'of', 'the', 'old', 'Egyptians', 'upon', 'broiled', 'ibis', 'and', 'roasted']",11
615,"river horse, that you see the mummies of those creatures in their","['river', 'horse', ',', 'that', 'you', 'see', 'the', 'mummies', 'of', 'those', 'creatures', 'in', 'their']",13
616,huge bake-houses the pyramids.,"['huge', 'bake-houses', 'the', 'pyramids', '.']",5
617,,[],0
618,"No, when I go to sea, I go as a simple sailor, right before the mast,","['No', ',', 'when', 'I', 'go', 'to', 'sea', ',', 'I', 'go', 'as', 'a', 'simple', 'sailor', ',', 'right', 'before', 'the', 'mast', ',']",20
619,"plumb down into the forecastle, aloft there to the royal mast-head.","['plumb', 'down', 'into', 'the', 'forecastle', ',', 'aloft', 'there', 'to', 'the', 'royal', 'mast-head', '.']",13
620,"True, they rather order me about some, and make me jump from spar to","['True', ',', 'they', 'rather', 'order', 'me', 'about', 'some', ',', 'and', 'make', 'me', 'jump', 'from', 'spar', 'to']",16
621,"spar, like a grasshopper in a May meadow.  And at first, this sort of","['spar', ',', 'like', 'a', 'grasshopper', 'in', 'a', 'May', 'meadow', '.', 'And', 'at', 'first', ',', 'this', 'sort', 'of']",17
622,"thing is unpleasant enough.  It touches one's sense of honour,","['thing', 'is', 'unpleasant', 'enough', '.', 'It', 'touches', 'one', ""'s"", 'sense', 'of', 'honour', ',']",13
623,"particularly if you come of an old established family in the land,","['particularly', 'if', 'you', 'come', 'of', 'an', 'old', 'established', 'family', 'in', 'the', 'land', ',']",13
624,"the Van Rensselaers, or Randolphs, or Hardicanutes.  And more than","['the', 'Van', 'Rensselaers', ',', 'or', 'Randolphs', ',', 'or', 'Hardicanutes', '.', 'And', 'more', 'than']",13
625,"all, if just previous to putting your hand into the tar-pot, you have","['all', ',', 'if', 'just', 'previous', 'to', 'putting', 'your', 'hand', 'into', 'the', 'tar-pot', ',', 'you', 'have']",15
626,"been lording it as a country schoolmaster, making the tallest boys","['been', 'lording', 'it', 'as', 'a', 'country', 'schoolmaster', ',', 'making', 'the', 'tallest', 'boys']",12
627,"stand in awe of you.  The transition is a keen one, I assure you,","['stand', 'in', 'awe', 'of', 'you', '.', 'The', 'transition', 'is', 'a', 'keen', 'one', ',', 'I', 'assure', 'you', ',']",17
628,"from a schoolmaster to a sailor, and requires a strong decoction of","['from', 'a', 'schoolmaster', 'to', 'a', 'sailor', ',', 'and', 'requires', 'a', 'strong', 'decoction', 'of']",13
629,Seneca and the Stoics to enable you to grin and bear it.  But even,"['Seneca', 'and', 'the', 'Stoics', 'to', 'enable', 'you', 'to', 'grin', 'and', 'bear', 'it', '.', 'But', 'even']",15
630,this wears off in time.,"['this', 'wears', 'off', 'in', 'time', '.']",6
631,,[],0
632,"What of it, if some old hunks of a sea-captain orders me to get a","['What', 'of', 'it', ',', 'if', 'some', 'old', 'hunks', 'of', 'a', 'sea-captain', 'orders', 'me', 'to', 'get', 'a']",16
633,"broom and sweep down the decks?  What does that indignity amount to,","['broom', 'and', 'sweep', 'down', 'the', 'decks', '?', 'What', 'does', 'that', 'indignity', 'amount', 'to', ',']",14
634,"weighed, I mean, in the scales of the New Testament?  Do you think","['weighed', ',', 'I', 'mean', ',', 'in', 'the', 'scales', 'of', 'the', 'New', 'Testament', '?', 'Do', 'you', 'think']",16
635,"the archangel Gabriel thinks anything the less of me, because I","['the', 'archangel', 'Gabriel', 'thinks', 'anything', 'the', 'less', 'of', 'me', ',', 'because', 'I']",12
636,promptly and respectfully obey that old hunks in that particular,"['promptly', 'and', 'respectfully', 'obey', 'that', 'old', 'hunks', 'in', 'that', 'particular']",10
637,"instance?  Who ain't a slave?  Tell me that.  Well, then, however the","['instance', '?', 'Who', 'ai', ""n't"", 'a', 'slave', '?', 'Tell', 'me', 'that', '.', 'Well', ',', 'then', ',', 'however', 'the']",18
638,old sea-captains may order me about--however they may thump and punch,"['old', 'sea-captains', 'may', 'order', 'me', 'about', '--', 'however', 'they', 'may', 'thump', 'and', 'punch']",13
639,"me about, I have the satisfaction of knowing that it is all right;","['me', 'about', ',', 'I', 'have', 'the', 'satisfaction', 'of', 'knowing', 'that', 'it', 'is', 'all', 'right', ';']",15
640,that everybody else is one way or other served in much the same,"['that', 'everybody', 'else', 'is', 'one', 'way', 'or', 'other', 'served', 'in', 'much', 'the', 'same']",13
641,"way--either in a physical or metaphysical point of view, that is; and","['way', '--', 'either', 'in', 'a', 'physical', 'or', 'metaphysical', 'point', 'of', 'view', ',', 'that', 'is', ';', 'and']",16
642,"so the universal thump is passed round, and all hands should rub each","['so', 'the', 'universal', 'thump', 'is', 'passed', 'round', ',', 'and', 'all', 'hands', 'should', 'rub', 'each']",14
643,"other's shoulder-blades, and be content.","['other', ""'s"", 'shoulder-blades', ',', 'and', 'be', 'content', '.']",8
644,,[],0
645,"Again, I always go to sea as a sailor, because they make a point of","['Again', ',', 'I', 'always', 'go', 'to', 'sea', 'as', 'a', 'sailor', ',', 'because', 'they', 'make', 'a', 'point', 'of']",17
646,"paying me for my trouble, whereas they never pay passengers a single","['paying', 'me', 'for', 'my', 'trouble', ',', 'whereas', 'they', 'never', 'pay', 'passengers', 'a', 'single']",13
647,"penny that I ever heard of.  On the contrary, passengers themselves","['penny', 'that', 'I', 'ever', 'heard', 'of', '.', 'On', 'the', 'contrary', ',', 'passengers', 'themselves']",13
648,must pay.  And there is all the difference in the world between,"['must', 'pay', '.', 'And', 'there', 'is', 'all', 'the', 'difference', 'in', 'the', 'world', 'between']",13
649,paying and being paid.  The act of paying is perhaps the most,"['paying', 'and', 'being', 'paid', '.', 'The', 'act', 'of', 'paying', 'is', 'perhaps', 'the', 'most']",13
650,uncomfortable infliction that the two orchard thieves entailed upon,"['uncomfortable', 'infliction', 'that', 'the', 'two', 'orchard', 'thieves', 'entailed', 'upon']",9
651,"us.  But BEING PAID,--what will compare with it?  The urbane activity","['us', '.', 'But', 'BEING', 'PAID', ',', '--', 'what', 'will', 'compare', 'with', 'it', '?', 'The', 'urbane', 'activity']",16
652,"with which a man receives money is really marvellous, considering","['with', 'which', 'a', 'man', 'receives', 'money', 'is', 'really', 'marvellous', ',', 'considering']",11
653,that we so earnestly believe money to be the root of all earthly,"['that', 'we', 'so', 'earnestly', 'believe', 'money', 'to', 'be', 'the', 'root', 'of', 'all', 'earthly']",13
654,"ills, and that on no account can a monied man enter heaven.  Ah! how","['ills', ',', 'and', 'that', 'on', 'no', 'account', 'can', 'a', 'monied', 'man', 'enter', 'heaven', '.', 'Ah', '!', 'how']",17
655,cheerfully we consign ourselves to perdition!,"['cheerfully', 'we', 'consign', 'ourselves', 'to', 'perdition', '!']",7
656,,[],0
657,"Finally, I always go to sea as a sailor, because of the wholesome","['Finally', ',', 'I', 'always', 'go', 'to', 'sea', 'as', 'a', 'sailor', ',', 'because', 'of', 'the', 'wholesome']",15
658,"exercise and pure air of the fore-castle deck.  For as in this world,","['exercise', 'and', 'pure', 'air', 'of', 'the', 'fore-castle', 'deck', '.', 'For', 'as', 'in', 'this', 'world', ',']",15
659,"head winds are far more prevalent than winds from astern (that is, if","['head', 'winds', 'are', 'far', 'more', 'prevalent', 'than', 'winds', 'from', 'astern', '(', 'that', 'is', ',', 'if']",15
660,"you never violate the Pythagorean maxim), so for the most part the","['you', 'never', 'violate', 'the', 'Pythagorean', 'maxim', ')', ',', 'so', 'for', 'the', 'most', 'part', 'the']",14
661,Commodore on the quarter-deck gets his atmosphere at second hand from,"['Commodore', 'on', 'the', 'quarter-deck', 'gets', 'his', 'atmosphere', 'at', 'second', 'hand', 'from']",11
662,the sailors on the forecastle.  He thinks he breathes it first; but,"['the', 'sailors', 'on', 'the', 'forecastle', '.', 'He', 'thinks', 'he', 'breathes', 'it', 'first', ';', 'but']",14
663,not so.  In much the same way do the commonalty lead their leaders in,"['not', 'so', '.', 'In', 'much', 'the', 'same', 'way', 'do', 'the', 'commonalty', 'lead', 'their', 'leaders', 'in']",15
664,"many other things, at the same time that the leaders little suspect","['many', 'other', 'things', ',', 'at', 'the', 'same', 'time', 'that', 'the', 'leaders', 'little', 'suspect']",13
665,it.  But wherefore it was that after having repeatedly smelt the sea,"['it', '.', 'But', 'wherefore', 'it', 'was', 'that', 'after', 'having', 'repeatedly', 'smelt', 'the', 'sea']",13
666,"as a merchant sailor, I should now take it into my head to go on a","['as', 'a', 'merchant', 'sailor', ',', 'I', 'should', 'now', 'take', 'it', 'into', 'my', 'head', 'to', 'go', 'on', 'a']",17
667,"whaling voyage; this the invisible police officer of the Fates, who","['whaling', 'voyage', ';', 'this', 'the', 'invisible', 'police', 'officer', 'of', 'the', 'Fates', ',', 'who']",13
668,"has the constant surveillance of me, and secretly dogs me, and","['has', 'the', 'constant', 'surveillance', 'of', 'me', ',', 'and', 'secretly', 'dogs', 'me', ',', 'and']",13
669,influences me in some unaccountable way--he can better answer than,"['influences', 'me', 'in', 'some', 'unaccountable', 'way', '--', 'he', 'can', 'better', 'answer', 'than']",12
670,"any one else.  And, doubtless, my going on this whaling voyage,","['any', 'one', 'else', '.', 'And', ',', 'doubtless', ',', 'my', 'going', 'on', 'this', 'whaling', 'voyage', ',']",15
671,formed part of the grand programme of Providence that was drawn up a,"['formed', 'part', 'of', 'the', 'grand', 'programme', 'of', 'Providence', 'that', 'was', 'drawn', 'up', 'a']",13
672,long time ago.  It came in as a sort of brief interlude and solo,"['long', 'time', 'ago', '.', 'It', 'came', 'in', 'as', 'a', 'sort', 'of', 'brief', 'interlude', 'and', 'solo']",15
673,between more extensive performances.  I take it that this part of the,"['between', 'more', 'extensive', 'performances', '.', 'I', 'take', 'it', 'that', 'this', 'part', 'of', 'the']",13
674,bill must have run something like this:,"['bill', 'must', 'have', 'run', 'something', 'like', 'this', ':']",8
675,,[],0
676,,[],0
677,"""GRAND CONTESTED ELECTION FOR THE PRESIDENCY OF THE UNITED STATES.","['``', 'GRAND', 'CONTESTED', 'ELECTION', 'FOR', 'THE', 'PRESIDENCY', 'OF', 'THE', 'UNITED', 'STATES', '.']",12
678,"""WHALING VOYAGE BY ONE ISHMAEL.","['``', 'WHALING', 'VOYAGE', 'BY', 'ONE', 'ISHMAEL', '.']",7
679,"""BLOODY BATTLE IN AFFGHANISTAN.""","['``', 'BLOODY', 'BATTLE', 'IN', 'AFFGHANISTAN', '.', ""''""]",7
680,,[],0
681,,[],0
682,"Though I cannot tell why it was exactly that those stage managers,","['Though', 'I', 'can', 'not', 'tell', 'why', 'it', 'was', 'exactly', 'that', 'those', 'stage', 'managers', ',']",14
683,"the Fates, put me down for this shabby part of a whaling voyage, when","['the', 'Fates', ',', 'put', 'me', 'down', 'for', 'this', 'shabby', 'part', 'of', 'a', 'whaling', 'voyage', ',', 'when']",16
684,"others were set down for magnificent parts in high tragedies, and","['others', 'were', 'set', 'down', 'for', 'magnificent', 'parts', 'in', 'high', 'tragedies', ',', 'and']",12
685,"short and easy parts in genteel comedies, and jolly parts in","['short', 'and', 'easy', 'parts', 'in', 'genteel', 'comedies', ',', 'and', 'jolly', 'parts', 'in']",12
686,"farces--though I cannot tell why this was exactly; yet, now that I","['farces', '--', 'though', 'I', 'can', 'not', 'tell', 'why', 'this', 'was', 'exactly', ';', 'yet', ',', 'now', 'that', 'I']",17
687,"recall all the circumstances, I think I can see a little into the","['recall', 'all', 'the', 'circumstances', ',', 'I', 'think', 'I', 'can', 'see', 'a', 'little', 'into', 'the']",14
688,springs and motives which being cunningly presented to me under,"['springs', 'and', 'motives', 'which', 'being', 'cunningly', 'presented', 'to', 'me', 'under']",10
689,"various disguises, induced me to set about performing the part I did,","['various', 'disguises', ',', 'induced', 'me', 'to', 'set', 'about', 'performing', 'the', 'part', 'I', 'did', ',']",14
690,besides cajoling me into the delusion that it was a choice resulting,"['besides', 'cajoling', 'me', 'into', 'the', 'delusion', 'that', 'it', 'was', 'a', 'choice', 'resulting']",12
691,from my own unbiased freewill and discriminating judgment.,"['from', 'my', 'own', 'unbiased', 'freewill', 'and', 'discriminating', 'judgment', '.']",9
692,,[],0
693,Chief among these motives was the overwhelming idea of the great,"['Chief', 'among', 'these', 'motives', 'was', 'the', 'overwhelming', 'idea', 'of', 'the', 'great']",11
694,whale himself.  Such a portentous and mysterious monster roused all,"['whale', 'himself', '.', 'Such', 'a', 'portentous', 'and', 'mysterious', 'monster', 'roused', 'all']",11
695,my curiosity.  Then the wild and distant seas where he rolled his,"['my', 'curiosity', '.', 'Then', 'the', 'wild', 'and', 'distant', 'seas', 'where', 'he', 'rolled', 'his']",13
696,"island bulk; the undeliverable, nameless perils of the whale; these,","['island', 'bulk', ';', 'the', 'undeliverable', ',', 'nameless', 'perils', 'of', 'the', 'whale', ';', 'these', ',']",14
697,with all the attending marvels of a thousand Patagonian sights and,"['with', 'all', 'the', 'attending', 'marvels', 'of', 'a', 'thousand', 'Patagonian', 'sights', 'and']",11
698,"sounds, helped to sway me to my wish.  With other men, perhaps, such","['sounds', ',', 'helped', 'to', 'sway', 'me', 'to', 'my', 'wish', '.', 'With', 'other', 'men', ',', 'perhaps', ',', 'such']",17
699,"things would not have been inducements; but as for me, I am tormented","['things', 'would', 'not', 'have', 'been', 'inducements', ';', 'but', 'as', 'for', 'me', ',', 'I', 'am', 'tormented']",15
700,with an everlasting itch for things remote.  I love to sail forbidden,"['with', 'an', 'everlasting', 'itch', 'for', 'things', 'remote', '.', 'I', 'love', 'to', 'sail', 'forbidden']",13
701,"seas, and land on barbarous coasts.  Not ignoring what is good, I am","['seas', ',', 'and', 'land', 'on', 'barbarous', 'coasts', '.', 'Not', 'ignoring', 'what', 'is', 'good', ',', 'I', 'am']",16
702,"quick to perceive a horror, and could still be social with it--would","['quick', 'to', 'perceive', 'a', 'horror', ',', 'and', 'could', 'still', 'be', 'social', 'with', 'it', '--', 'would']",15
703,they let me--since it is but well to be on friendly terms with all,"['they', 'let', 'me', '--', 'since', 'it', 'is', 'but', 'well', 'to', 'be', 'on', 'friendly', 'terms', 'with', 'all']",16
704,the inmates of the place one lodges in.,"['the', 'inmates', 'of', 'the', 'place', 'one', 'lodges', 'in', '.']",9
705,,[],0
706,"By reason of these things, then, the whaling voyage was welcome; the","['By', 'reason', 'of', 'these', 'things', ',', 'then', ',', 'the', 'whaling', 'voyage', 'was', 'welcome', ';', 'the']",15
707,"great flood-gates of the wonder-world swung open, and in the wild","['great', 'flood-gates', 'of', 'the', 'wonder-world', 'swung', 'open', ',', 'and', 'in', 'the', 'wild']",12
708,"conceits that swayed me to my purpose, two and two there floated into","['conceits', 'that', 'swayed', 'me', 'to', 'my', 'purpose', ',', 'two', 'and', 'two', 'there', 'floated', 'into']",14
709,"my inmost soul, endless processions of the whale, and, mid most of","['my', 'inmost', 'soul', ',', 'endless', 'processions', 'of', 'the', 'whale', ',', 'and', ',', 'mid', 'most', 'of']",15
710,"them all, one grand hooded phantom, like a snow hill in the air.","['them', 'all', ',', 'one', 'grand', 'hooded', 'phantom', ',', 'like', 'a', 'snow', 'hill', 'in', 'the', 'air', '.']",16
711,,[],0
712,,[],0
713,,[],0
714,CHAPTER 2,"['CHAPTER', '2']",2
715,,[],0
716,The Carpet-Bag.,"['The', 'Carpet-Bag', '.']",3
717,,[],0
718,,[],0
719,"I stuffed a shirt or two into my old carpet-bag, tucked it under my","['I', 'stuffed', 'a', 'shirt', 'or', 'two', 'into', 'my', 'old', 'carpet-bag', ',', 'tucked', 'it', 'under', 'my']",15
720,"arm, and started for Cape Horn and the Pacific.  Quitting the good","['arm', ',', 'and', 'started', 'for', 'Cape', 'Horn', 'and', 'the', 'Pacific', '.', 'Quitting', 'the', 'good']",14
721,"city of old Manhatto, I duly arrived in New Bedford.  It was a","['city', 'of', 'old', 'Manhatto', ',', 'I', 'duly', 'arrived', 'in', 'New', 'Bedford', '.', 'It', 'was', 'a']",15
722,Saturday night in December.  Much was I disappointed upon learning,"['Saturday', 'night', 'in', 'December', '.', 'Much', 'was', 'I', 'disappointed', 'upon', 'learning']",11
723,"that the little packet for Nantucket had already sailed, and that no","['that', 'the', 'little', 'packet', 'for', 'Nantucket', 'had', 'already', 'sailed', ',', 'and', 'that', 'no']",13
724,"way of reaching that place would offer, till the following Monday.","['way', 'of', 'reaching', 'that', 'place', 'would', 'offer', ',', 'till', 'the', 'following', 'Monday', '.']",13
725,,[],0
726,As most young candidates for the pains and penalties of whaling stop,"['As', 'most', 'young', 'candidates', 'for', 'the', 'pains', 'and', 'penalties', 'of', 'whaling', 'stop']",12
727,"at this same New Bedford, thence to embark on their voyage, it may as","['at', 'this', 'same', 'New', 'Bedford', ',', 'thence', 'to', 'embark', 'on', 'their', 'voyage', ',', 'it', 'may', 'as']",16
728,"well be related that I, for one, had no idea of so doing.  For my","['well', 'be', 'related', 'that', 'I', ',', 'for', 'one', ',', 'had', 'no', 'idea', 'of', 'so', 'doing', '.', 'For', 'my']",18
